0,61889.0
1,855625.0
2,1077444.0
3,193600.0
4,142129.0
5,10404.0
6,29584.0
7,76176.0
8,161604.0
9,157609.0
10,77284.0
11,9604.0
12,7569.0
13,47089.0
14,64516.0
15,1104601.0
16,1207801.0
17,1108809.0
18,363609.0
19,150544.0
20,784.0
21,10000.0
22,44521.0
23,139876.0
24,174724.0
25,113569.0
26,30276.0
27,441.0
28,34225.0
29,70756.0
30,59049.0
31,1373584.0
32,1399489.0
33,1205604.0
34,306916.0
35,186624.0
36,10000.0
37,26896.0
38,68121.0
39,159201.0
40,164836.0
41,86436.0
42,13689.0
43,5041.0
44,43681.0
45,65536.0
46,378225.0
47,1279161.0
48,87616.0
49,594441.0
50,6084.0
51,15876.0
52,11236.0
53,40804.0
54,114244.0
55,168921.0
56,128881.0
57,44100.0
58,484.0
59,22201.0
60,61009.0
61,59049.0
62,1324801.0
63,1327104.0
64,1261129.0
65,320356.0
66,189225.0
67,7056.0
68,20164.0
69,58081.0
70,152100.0
71,168100.0
72,94864.0
73,18496.0
74,3136.0
75,40804.0
76,66564.0
77,134689.0
78,1299600.0
79,16641.0
80,746496.0
81,11449.0
82,46225.0
83,10404.0
84,35721.0
85,97969.0
86,167281.0
87,139876.0
88,56169.0
89,2401.0
90,16129.0
91,55225.0
92,63001.0
93,555025.0
94,1373584.0
95,184900.0
96,514089.0
97,19881.0
98,3844.0
99,19321.0
100,51529.0
101,126736.0
102,164025.0
103,109561.0
104,30625.0
105,100.0
106,27556.0
107,59536.0
108,3721.0
109,1345600.0
110,758641.0
111,1098304.0
112,209764.0
113,131044.0
114,3969.0
115,27889.0
116,79524.0
117,145924.0
118,154449.0
119,82369.0
120,10609.0
121,6561.0
122,42436.0
123,64009.0
124,207936.0
125,1340964.0
126,121.0
127,693889.0
128,2916.0
129,29929.0
130,13924.0
131,40000.0
132,104976.0
133,163216.0
134,128164.0
135,47089.0
136,1089.0
137,18225.0
138,54289.0
139,32041.0
140,1311025.0
141,1062961.0
142,1249924.0
143,273529.0
144,172225.0
145,6400.0
146,17689.0
147,59049.0
148,152881.0
149,163216.0
150,92416.0
151,18769.0
152,2809.0
153,42025.0
154,67081.0
155,45796.0
156,1338649.0
157,170569.0
158,857476.0
159,51529.0
160,70756.0
161,11449.0
162,33856.0
163,90601.0
164,162409.0
165,142884.0
166,61009.0
167,4096.0
168,12544.0
169,51076.0
170,61009.0
171,1265625.0
172,1247689.0
173,1311025.0
174,330625.0
175,193600.0
176,4489.0
177,14400.0
178,48400.0
179,146689.0
180,174724.0
181,104329.0
182,28561.0
183,1600.0
184,48400.0
185,67600.0
186,529.0
187,1345600.0
188,553536.0
189,1002001.0
190,133956.0
191,114921.0
192,10609.0
193,30276.0
194,79524.0
195,160801.0
196,152100.0
197,72361.0
198,7921.0
199,8649.0
200,47524.0
201,63001.0
202,1238769.0
203,1214404.0
204,1350244.0
205,342225.0
206,198916.0
207,2500.0
208,11881.0
209,31684.0
210,147456.0
211,237169.0
212,99225.0
213,17424.0
214,361.0
215,37636.0
216,70225.0
217,50625.0
218,1390041.0
219,1399489.0
220,1201216.0
221,310249.0
222,182329.0
223,11025.0
224,28561.0
225,68644.0
226,157609.0
227,162409.0
228,84100.0
229,13225.0
230,5329.0
231,43264.0
232,64516.0
233,427716.0
234,1267876.0
235,128881.0
236,567009.0
237,10000.0
238,11881.0
239,11664.0
240,40804.0
241,110889.0
242,168100.0
243,128881.0
244,43681.0
245,361.0
246,24336.0
247,61009.0
248,59049.0
249,1324801.0
250,1343281.0
251,1256641.0
252,322624.0
253,189225.0
254,7225.0
255,20736.0
256,59049.0
257,152100.0
258,167281.0
259,94249.0
260,18225.0
261,3136.0
262,40401.0
263,67081.0
264,175561.0
265,1288225.0
266,1296.0
267,705600.0
268,4489.0
